,source_id,carbon,silicon,sulfur,phosphorus,magnesium,manganese,nickel,copper,molybdenum,chromium,aluminium,tin,perlite_perc,ferrite_perc,durability_liquid_state,tensile_liquid_state,austenitization_temp,austenitization_duration,hardening_temp,hardening_duration,Rm,R02,A5,HB,HRC,HRA,HV,impact_strength,impact_strength_temp,austenite_perc,martensite_perc,retained_austenite_perc
315,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,360.0,1544.0,1214.0,2.0,425.0,,,,,21.0,,,
316,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,360.0,1458.0,1235.0,2.0,388.0,,,,,21.0,,,
317,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,360.0,1488.0,1223.0,3.0,407.0,,,,,21.0,,,
318,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,240.0,1433.0,1170.0,2.0,427.0,,,,,21.0,,,
319,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,240.0,1328.0,1184.0,1.0,412.0,,,,,21.0,,,
320,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,240.0,1482.0,1161.0,1.5,447.0,,,,,21.0,,,
321,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,120.0,1476.0,828.0,2.0,420.0,,,,,21.0,,,
322,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,120.0,1362.0,902.0,2.0,427.0,,,,,21.0,,,
323,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,60.0,959.0,787.0,0.0,452.0,,,,,21.0,,,
324,22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.0,0.13,0.0,0.0,0.0,,,462.99,12.964999999999998,900.0,240.0,245.0,60.0,976.0,818.0,1.0,452.0,,,,,21.0,,,
325,24,3.0,2.5,0.004,0.004,0.058,0.16,0.58,0.75,0.11,0.0,0.0,0.0,,,641.39,9.98600000000001,900.0,120.0,375.0,90.0,998.0,760.0,11.7,,,,,,21.0,37.0,,
326,24,3.3,2.3,0.004,0.004,0.045,0.14,0.54,0.65,0.14,0.0,0.0,0.0,,,636.8,11.017000000000007,900.0,120.0,375.0,90.0,988.0,733.0,12.4,,,,,,21.0,39.0,,
327,27,3.46,2.48,0.01,0.02,0.043,0.39,0.0,0.8,0.0,0.0,0.0,0.0,,,717.36,10.539000000000009,910.0,120.0,350.0,180.0,1060.0,,7.7,305.0,,,,,21.0,39.5,,
328,27,3.46,2.48,0.01,0.02,0.043,0.39,0.0,0.8,0.0,0.0,0.0,0.0,,,717.36,10.539000000000009,910.0,120.0,320.0,180.0,1280.0,,6.5,340.0,,,,,21.0,34.5,,
329,27,3.46,2.48,0.01,0.02,0.043,0.39,0.0,0.8,0.0,0.0,0.0,0.0,,,717.36,10.539000000000009,910.0,120.0,290.0,180.0,1460.0,,5.0,385.0,,,,,21.0,32.8,,
330,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,385.0,360.0,1030.0,676.0,9.8,297.0,32.0,,,,21.0,,,
331,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,370.0,360.0,1050.0,717.0,10.4,297.0,32.0,,,,21.0,,,
332,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,355.0,360.0,1080.0,779.0,8.6,297.0,32.0,,,,21.0,,,
333,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,345.0,360.0,1100.0,834.0,8.1,297.0,32.0,,,,21.0,,,
334,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,315.0,360.0,1140.0,951.0,7.2,332.0,36.0,,,,21.0,,,
335,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,290.0,360.0,1350.0,1020.0,5.8,362.0,39.0,,,,21.0,,,
336,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,260.0,360.0,1500.0,1150.0,4.2,404.0,43.0,,,,21.0,,,
337,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,230.0,360.0,1590.0,1220.0,2.6,437.0,46.0,,,,21.0,,,
338,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,385.0,240.0,1010.0,634.0,11.4,290.0,31.0,,,,21.0,,,
339,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,370.0,240.0,1090.0,772.0,12.4,283.0,30.0,,,,21.0,,,
340,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,355.0,240.0,1100.0,807.0,10.2,297.0,32.0,,,,21.0,,,
341,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,345.0,240.0,1140.0,869.0,10.3,297.0,32.0,,,,21.0,,,
342,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,315.0,240.0,1200.0,910.0,6.5,322.0,35.0,,,,21.0,,,
343,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,290.0,240.0,1380.0,1090.0,3.7,393.0,42.0,,,,21.0,,,
344,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,260.0,240.0,1520.0,1160.0,4.0,415.0,44.0,,,,21.0,,,
345,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,230.0,240.0,1600.0,1200.0,2.4,448.0,47.0,,,,21.0,,,
346,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,385.0,180.0,1030.0,620.0,11.6,290.0,31.0,,,,21.0,,,
347,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,370.0,180.0,1040.0,760.0,9.4,283.0,30.0,,,,21.0,,,
348,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,355.0,180.0,1080.0,786.0,8.2,297.0,32.0,,,,21.0,,,
349,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,345.0,180.0,1130.0,834.0,7.5,297.0,32.0,,,,21.0,,,
350,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,315.0,180.0,1230.0,958.0,5.8,342.0,37.0,,,,21.0,,,
351,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,290.0,180.0,1360.0,1060.0,4.1,372.0,40.0,,,,21.0,,,
352,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,260.0,180.0,1500.0,1140.0,3.6,415.0,44.0,,,,21.0,,,
353,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,230.0,180.0,,,,448.0,47.0,,,,21.0,,,
354,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,385.0,120.0,1050.0,455.0,10.8,290.0,31.0,,,,21.0,,,
355,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,370.0,120.0,1080.0,772.0,10.2,297.0,32.0,,,,21.0,,,
356,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,355.0,120.0,1120.0,814.0,8.8,305.0,33.0,,,,21.0,,,
357,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,345.0,120.0,1130.0,841.0,5.4,313.0,34.0,,,,21.0,,,
358,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,315.0,120.0,1230.0,910.0,7.0,332.0,36.0,,,,21.0,,,
359,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,290.0,120.0,1380.0,1010.0,4.8,352.0,38.0,,,,21.0,,,
360,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,260.0,120.0,1480.0,1100.0,3.0,415.0,44.0,,,,21.0,,,
361,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,230.0,120.0,1450.0,1040.0,1.9,437.0,46.0,,,,21.0,,,
362,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,385.0,90.0,1080.0,572.0,11.2,290.0,31.0,,,,21.0,,,
363,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,370.0,90.0,1040.0,700.0,10.6,297.0,32.0,,,,21.0,,,
364,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,355.0,90.0,1100.0,779.0,9.8,297.0,32.0,,,,21.0,,,
365,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,345.0,90.0,1100.0,786.0,6.8,305.0,33.0,,,,21.0,,,
366,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,315.0,90.0,1230.0,896.0,7.1,332.0,36.0,,,,21.0,,,
367,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,290.0,90.0,1350.0,1000.0,4.7,362.0,39.0,,,,21.0,,,
368,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,260.0,90.0,1450.0,1050.0,4.0,404.0,43.0,,,,21.0,,,
369,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,230.0,90.0,1560.0,882.0,2.9,448.0,47.0,,,,21.0,,,
370,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,385.0,75.0,979.0,558.0,8.6,305.0,33.0,,,,21.0,,,
371,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,370.0,75.0,1050.0,717.0,8.7,297.0,32.0,,,,21.0,,,
372,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,355.0,75.0,1110.0,765.0,10.4,313.0,34.0,,,,21.0,,,
373,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,345.0,75.0,1130.0,731.0,8.5,313.0,34.0,,,,21.0,,,
374,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,315.0,75.0,1210.0,827.0,6.8,342.0,37.0,,,,21.0,,,
375,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,290.0,75.0,1400.0,1030.0,4.6,372.0,40.0,,,,21.0,,,
376,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,260.0,75.0,1420.0,1010.0,2.6,404.0,43.0,,,,21.0,,,
377,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,230.0,75.0,1320.0,717.0,1.8,460.0,48.0,,,,21.0,,,
378,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,385.0,60.0,1030.0,614.0,9.0,290.0,31.0,,,,21.0,,,
379,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,370.0,60.0,1010.0,655.0,7.4,283.0,30.0,,,,21.0,,,
380,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,355.0,60.0,1090.0,738.0,8.1,297.0,32.0,,,,21.0,,,
381,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,345.0,60.0,1130.0,731.0,8.8,313.0,34.0,,,,21.0,,,
382,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,315.0,60.0,1310.0,958.0,4.5,362.0,39.0,,,,21.0,,,
383,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,290.0,60.0,1390.0,965.0,4.4,382.0,41.0,,,,21.0,,,
384,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,260.0,60.0,1490.0,924.0,3.8,415.0,44.0,,,,21.0,,,
385,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,230.0,60.0,1120.0,841.0,1.0,496.0,51.0,,,,21.0,,,
386,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,370.0,30.0,1050.0,820.0,2.9,352.0,38.0,,,,21.0,,,
387,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,355.0,30.0,1180.0,731.0,6.9,305.0,33.0,,,,21.0,,,
388,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,345.0,30.0,1170.0,731.0,5.4,332.0,36.0,,,,21.0,,,
389,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,315.0,30.0,1310.0,862.0,4.2,362.0,39.0,,,,21.0,,,
390,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,290.0,30.0,1410.0,800.0,4.2,393.0,42.0,,,,21.0,,,
391,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,260.0,30.0,1160.0,,1.4,448.0,48.0,,,,21.0,,,
392,29,3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.0,0.0,0.0,,,487.33,13.175999999999997,900.0,120.0,230.0,30.0,896.0,,0.8,534.0,54.0,,,,21.0,,,
393,30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.0,0.02,0.0,0.0,,,473.57,21.057999999999993,880.0,60.0,370.0,240.0,,,,,,,,,21.0,24.0,,
394,30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.0,0.02,0.0,0.0,,,473.57,21.057999999999993,880.0,60.0,370.0,120.0,,,,,,,,,21.0,26.0,,
395,30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.0,0.02,0.0,0.0,,,473.57,21.057999999999993,880.0,60.0,400.0,60.0,1066.0,775.0,15.0,295.0,,,,11.0,-20.0,22.0,,
396,30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.0,0.02,0.0,0.0,,,473.57,21.057999999999993,880.0,60.0,370.0,60.0,1153.0,980.0,13.0,320.0,,,,11.0,-20.0,28.0,,
397,30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.0,0.02,0.0,0.0,,,473.57,21.057999999999993,880.0,60.0,335.0,60.0,1271.0,1093.0,10.0,355.0,,,,10.0,-20.0,23.0,,
398,30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.0,0.02,0.0,0.0,,,473.57,21.057999999999993,880.0,60.0,300.0,60.0,1490.0,1243.0,7.0,405.0,,,,7.0,-20.0,19.0,,
399,30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.0,0.02,0.0,0.0,,,473.57,21.057999999999993,880.0,60.0,270.0,60.0,1597.0,1424.0,5.0,425.0,,,,6.0,-20.0,16.0,,
400,30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.0,0.02,0.0,0.0,,,473.57,21.057999999999993,880.0,60.0,240.0,60.0,1725.0,1470.0,2.0,465.0,,,,4.0,-20.0,16.0,,
401,30,3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.0,0.02,0.0,0.0,,,473.57,21.057999999999993,880.0,60.0,370.0,15.0,,,,,,,,,21.0,30.0,,
402,31,3.62,3.3,0.006,0.036,0.065,0.21,0.0,0.54,0.22,0.0,0.0,0.0,,,541.38,15.51,900.0,90.0,400.0,120.0,628.0,581.0,4.5,,,,,,21.0,11.1,,
403,31,3.62,3.3,0.006,0.036,0.065,0.21,0.0,0.54,0.22,0.0,0.0,0.0,,,541.38,15.51,900.0,90.0,375.0,120.0,636.0,616.0,4.0,,,,,,21.0,18.1,,
404,31,3.62,3.3,0.006,0.036,0.065,0.21,0.0,0.54,0.22,0.0,0.0,0.0,,,541.38,15.51,900.0,90.0,350.0,120.0,673.0,647.0,3.0,,,,,,21.0,19.4,,
405,31,3.62,3.3,0.006,0.036,0.065,0.21,0.0,0.54,0.22,0.0,0.0,0.0,,,541.38,15.51,900.0,90.0,325.0,120.0,810.0,785.0,2.8,,,,,,21.0,17.1,,
406,31,3.62,3.3,0.006,0.036,0.065,0.21,0.0,0.54,0.22,0.0,0.0,0.0,,,541.38,15.51,900.0,90.0,300.0,120.0,1342.0,1286.0,2.1,,,,,,21.0,14.3,,
407,31,3.68,2.28,0.005,0.032,0.06,0.22,0.0,0.56,0.24,0.0,0.0,0.0,,,693.12,11.645000000000005,900.0,90.0,400.0,120.0,941.0,738.0,8.8,,,,,,21.0,20.0,,
408,31,3.64,2.68,0.004,0.033,0.06,0.22,0.0,0.56,0.21,0.0,0.0,0.0,,,632.29,13.865999999999994,900.0,90.0,400.0,120.0,863.0,724.0,9.0,,,,,,21.0,20.3,,
409,31,3.68,2.28,0.005,0.032,0.06,0.22,0.0,0.56,0.24,0.0,0.0,0.0,,,693.12,11.645000000000005,900.0,90.0,375.0,120.0,1109.0,931.0,8.2,,,,,,21.0,28.8,,
410,31,3.64,2.68,0.004,0.033,0.06,0.22,0.0,0.56,0.21,0.0,0.0,0.0,,,632.29,13.865999999999994,900.0,90.0,375.0,120.0,1163.0,952.0,8.5,,,,,,21.0,34.6,,
411,31,3.68,2.28,0.005,0.032,0.06,0.22,0.0,0.56,0.24,0.0,0.0,0.0,,,693.12,11.645000000000005,900.0,90.0,350.0,120.0,1204.0,1031.0,5.8,,,,,,21.0,25.1,,
412,31,3.64,2.68,0.004,0.033,0.06,0.22,0.0,0.56,0.21,0.0,0.0,0.0,,,632.29,13.865999999999994,900.0,90.0,350.0,120.0,1216.0,1042.0,6.1,,,,,,21.0,31.8,,
413,31,3.68,2.28,0.005,0.032,0.06,0.22,0.0,0.56,0.24,0.0,0.0,0.0,,,693.12,11.645000000000005,900.0,90.0,325.0,120.0,1363.0,1229.0,4.1,,,,,,21.0,22.1,,
414,31,3.64,2.68,0.004,0.033,0.06,0.22,0.0,0.56,0.21,0.0,0.0,0.0,,,632.29,13.865999999999994,900.0,90.0,325.0,120.0,1391.0,1235.0,4.3,,,,,,21.0,25.7,,
415,31,3.68,2.28,0.005,0.032,0.06,0.22,0.0,0.56,0.24,0.0,0.0,0.0,,,693.12,11.645000000000005,900.0,90.0,300.0,120.0,1460.0,1324.0,3.7,,,,,,21.0,21.2,,
416,31,3.64,2.68,0.004,0.033,0.06,0.22,0.0,0.56,0.21,0.0,0.0,0.0,,,632.29,13.865999999999994,900.0,90.0,300.0,120.0,1491.0,1331.0,3.8,,,,,,21.0,24.0,,
417,31,3.67,3.0,0.005,0.033,0.059,0.22,0.0,0.57,0.29,0.0,0.0,0.0,,,584.33,14.972999999999999,900.0,90.0,400.0,120.0,840.0,713.0,9.3,,,,,,21.0,22.2,,
418,31,3.67,3.0,0.005,0.033,0.059,0.22,0.0,0.57,0.29,0.0,0.0,0.0,,,584.33,14.972999999999999,900.0,90.0,375.0,120.0,1043.0,911.0,8.9,,,,,,21.0,38.2,,
419,31,3.67,3.0,0.005,0.033,0.059,0.22,0.0,0.57,0.29,0.0,0.0,0.0,,,584.33,14.972999999999999,900.0,90.0,350.0,120.0,1256.0,1072.0,6.8,,,,,,21.0,36.0,,
420,31,3.67,3.0,0.005,0.033,0.059,0.22,0.0,0.57,0.29,0.0,0.0,0.0,,,584.33,14.972999999999999,900.0,90.0,325.0,120.0,1426.0,1239.0,4.7,,,,,,21.0,32.3,,
421,31,3.67,3.0,0.005,0.033,0.059,0.22,0.0,0.57,0.29,0.0,0.0,0.0,,,584.33,14.972999999999999,900.0,90.0,300.0,120.0,1378.0,1353.0,4.1,,,,,,21.0,31.3,,
422,32,3.5,2.5,0.01,0.03,0.03,0.38,2.0,0.0,0.47,0.0,0.0,0.0,,,488.62,10.603000000000007,900.0,30.0,240.0,10.0,900.0,,1.5,,,,,,21.0,,,
423,33,3.41,2.12,0.015,0.017,0.068,0.34,1.38,0.0,0.32,0.0,0.0,0.0,,,536.65,12.658,855.0,30.0,400.0,67.0,920.0,,7.9,,,,,,21.0,39.0,,
424,33,3.44,2.63,0.009,0.042,0.065,0.42,0.0,0.0,0.19,0.0,0.0,0.0,,,477.47,16.938999999999993,880.0,30.0,300.0,83.0,1450.0,,3.0,,,,,,21.0,25.0,,
425,33,3.44,2.63,0.009,0.042,0.065,0.42,0.0,0.0,0.19,0.0,0.0,0.0,,,477.47,16.938999999999993,880.0,30.0,350.0,67.0,1260.0,,6.0,,,,,,21.0,30.0,,
426,33,3.44,2.63,0.009,0.042,0.065,0.42,0.0,0.0,0.19,0.0,0.0,0.0,,,477.47,16.938999999999993,880.0,30.0,400.0,50.0,980.0,,6.9,,,,,,21.0,39.0,,
427,33,3.56,2.69,0.007,0.04,0.063,0.43,0.0,0.0,0.36,0.0,0.0,0.0,,,478.28,17.280999999999995,880.0,30.0,300.0,283.0,1400.0,,2.2,,,,,,21.0,17.0,,
428,33,3.56,2.69,0.007,0.04,0.063,0.43,0.0,0.0,0.36,0.0,0.0,0.0,,,478.28,17.280999999999995,880.0,30.0,350.0,166.0,1150.0,,4.0,,,,,,21.0,28.0,,
429,33,3.56,2.69,0.007,0.04,0.063,0.43,0.0,0.0,0.36,0.0,0.0,0.0,,,478.28,17.280999999999995,880.0,30.0,400.0,116.0,990.0,,7.0,,,,,,21.0,35.0,,
430,33,3.5,2.55,0.011,0.061,0.062,0.27,1.9,0.0,0.0,0.0,0.0,0.0,,,471.91,10.328000000000005,875.0,30.0,300.0,333.0,1350.0,,7.9,,,,,,21.0,25.0,,
431,33,3.5,2.55,0.011,0.061,0.062,0.27,1.9,0.0,0.0,0.0,0.0,0.0,,,471.91,10.328000000000005,875.0,30.0,350.0,250.0,1100.0,,10.0,,,,,,21.0,34.0,,
432,33,3.5,2.55,0.011,0.061,0.062,0.27,1.9,0.0,0.0,0.0,0.0,0.0,,,471.91,10.328000000000005,875.0,30.0,400.0,50.0,950.0,,11.2,,,,,,21.0,36.0,,
433,33,3.49,2.69,0.005,0.041,0.061,1.23,0.0,0.0,0.0,0.0,0.0,0.0,,,605.08,10.972500000000002,900.0,30.0,300.0,333.0,1205.0,,2.4,,,,,,21.0,32.0,,
434,33,3.49,2.69,0.005,0.041,0.061,1.23,0.0,0.0,0.0,0.0,0.0,0.0,,,605.08,10.972500000000002,900.0,30.0,350.0,250.0,870.0,,2.5,,,,,,21.0,43.0,,
435,33,3.49,2.69,0.005,0.041,0.061,1.23,0.0,0.0,0.0,0.0,0.0,0.0,,,605.08,10.972500000000002,900.0,30.0,400.0,166.0,660.0,,1.3,,,,,,21.0,41.0,,
436,33,3.49,2.43,0.01,0.061,0.058,0.28,0.97,0.0,0.0,0.0,0.0,0.0,,,477.79,11.244000000000005,880.0,30.0,300.0,283.0,1520.0,,3.2,,,,,,21.0,18.0,,
437,33,3.49,2.43,0.01,0.061,0.058,0.28,0.97,0.0,0.0,0.0,0.0,0.0,,,477.79,11.244000000000005,880.0,30.0,350.0,200.0,1195.0,,6.4,,,,,,21.0,30.0,,
438,33,3.49,2.43,0.01,0.061,0.058,0.28,0.97,0.0,0.0,0.0,0.0,0.0,,,477.79,11.244000000000005,880.0,30.0,400.0,33.0,980.0,,10.0,,,,,,21.0,35.0,,
